3.2e-05
ADC1,ADC2,ADC3,ADC4,ADC5
3.2750183150183148,3.2806593406593403,3.2806593406593403,3.287106227106227,3.2750183150183148
0.09428571428571428,1.6375091575091574,1.6246153846153844,1.6375091575091574,0.14505494505494507
0.040293040293040296,1.623003663003663,1.61010989010989,1.6278388278388278,0.049157509157509154
0.02498168498168498,1.6213919413919413,1.605274725274725,1.6278388278388278,0.022564102564102562
0.02095238095238095,1.618974358974359,1.601245421245421,1.6254212454212453,0.01531135531135531
0.020146520146520148,1.6165567765567763,1.5988278388278387,1.6246153846153844,0.014505494505494505
0.019340659340659337,1.6165567765567763,1.5964102564102562,1.6238095238095238,0.013699633699633697
0.019340659340659337,1.6157509157509158,1.593992673992674,1.6246153846153844,0.012893772893772894
0.019340659340659337,1.6133333333333333,1.5923809523809522,1.6246153846153844,0.012893772893772894
0.019340659340659337,1.6109157509157508,1.58996336996337,1.6246153846153844,0.012893772893772894
0.019340659340659337,1.6133333333333333,1.5907692307692307,1.6238095238095238,0.012893772893772894
0.019340659340659337,1.6133333333333333,1.5915750915750915,1.623003663003663,0.012893772893772894
0.019340659340659337,1.6117216117216118,1.593186813186813,1.623003663003663,0.012087912087912088
0.019340659340659337,1.6109157509157508,1.593186813186813,1.6205860805860803,0.012893772893772894
0.019340659340659337,1.6149450549450548,1.5947985347985347,1.6238095238095238,0.013699633699633697
0.019340659340659337,1.618974358974359,1.597216117216117,1.6246153846153844,0.012893772893772894
0.019340659340659337,1.6205860805860803,1.6004395604395603,1.6246153846153844,0.012893772893772894
0.018534798534798533,1.623003663003663,1.602051282051282,1.626227106227106,0.012087912087912088
0.019340659340659337,1.6254212454212453,1.6044688644688643,1.6254212454212453,0.012893772893772894
0.018534798534798533,1.626227106227106,1.605274725274725,1.6278388278388278,0.012087912087912088
0.019340659340659337,1.627032967032967,1.6093040293040293,1.6278388278388278,0.012893772893772894
0.018534798534798533,1.6286446886446884,1.6117216117216118,1.627032967032967,0.012087912087912088
0.019340659340659337,1.63025641025641,1.6109157509157508,1.627032967032967,0.012893772893772894
0.019340659340659337,1.63025641025641,1.6076923076923078,1.6246153846153844,0.012087912087912088
0.018534798534798533,1.631062271062271,1.6076923076923078,1.6238095238095238,0.012087912087912088
0.020146520146520148,1.626227106227106,1.605274725274725,1.622197802197802,0.013699633699633697
0.019340659340659337,1.6238095238095238,1.6028571428571428,1.618974358974359,0.012893772893772894
0.019340659340659337,1.6213919413919413,1.601245421245421,1.618168498168498,0.012893772893772894
0.019340659340659337,1.6133333333333333,1.597216117216117,1.6165567765567763,0.012893772893772894
0.019340659340659337,1.6076923076923078,1.593186813186813,1.6149450549450548,0.012893772893772894
0.018534798534798533,1.6028571428571428,1.5883516483516482,1.6125274725274723,0.012087912087912088
0.020146520146520148,1.5996336996336997,1.5875457875457875,1.6125274725274723,0.013699633699633697
0.019340659340659337,1.597216117216117,1.5835164835164834,1.6117216117216118,0.012893772893772894
0.019340659340659337,1.597216117216117,1.5802930402930402,1.61010989010989,0.012893772893772894
0.019340659340659337,1.597216117216117,1.5778754578754577,1.6109157509157508,0.012893772893772894
0.02095238095238095,1.5964102564102562,1.5778754578754577,1.61010989010989,0.01531135531135531
0.02095238095238095,1.593992673992674,1.5762637362637362,1.6109157509157508,0.014505494505494505
0.02095238095238095,1.593992673992674,1.5754578754578754,1.61010989010989,0.01531135531135531
0.02095238095238095,1.593186813186813,1.5754578754578754,1.6117216117216118,0.01531135531135531
0.02095238095238095,1.5964102564102562,1.577069597069597,1.6133333333333333,0.01531135531135531
0.02095238095238095,1.5956043956043957,1.5762637362637362,1.6117216117216118,0.01531135531135531
0.02095238095238095,1.5996336996336997,1.5762637362637362,1.6149450549450548,0.01531135531135531
0.021758241758241755,1.6004395604395603,1.5762637362637362,1.6157509157509158,0.01611721611721612
0.020146520146520148,1.602051282051282,1.5778754578754577,1.6165567765567763,0.014505494505494505
0.020146520146520148,1.601245421245421,1.5786813186813187,1.6173626373626373,0.01531135531135531
0.02095238095238095,1.601245421245421,1.5802930402930402,1.6165567765567763,0.01531135531135531
0.02095238095238095,1.602051282051282,1.5835164835164834,1.6173626373626373,0.01531135531135531
0.021758241758241755,1.602051282051282,1.585128205128205,1.618168498168498,0.01611721611721612
0.02095238095238095,1.6004395604395603,1.585934065934066,1.6157509157509158,0.01531135531135531
0.020146520146520148,1.6028571428571428,1.5883516483516482,1.6157509157509158,0.013699633699633697
0.02095238095238095,1.6028571428571428,1.5883516483516482,1.6149450549450548,0.01531135531135531
0.02095238095238095,1.6044688644688643,1.5875457875457875,1.614139194139194,0.014505494505494505
0.02095238095238095,1.605274725274725,1.5883516483516482,1.614139194139194,0.01531135531135531
0.020146520146520148,1.6068864468864468,1.5867399267399267,1.6149450549450548,0.014505494505494505
0.02095238095238095,1.6076923076923078,1.5867399267399267,1.6133333333333333,0.01531135531135531
0.02095238095238095,1.6068864468864468,1.585128205128205,1.6109157509157508,0.01531135531135531
0.02095238095238095,1.6068864468864468,1.5843223443223442,1.6117216117216118,0.01531135531135531
0.02095238095238095,1.606080586080586,1.5827106227106227,1.6117216117216118,0.01531135531135531
0.020146520146520148,1.605274725274725,1.581904761904762,1.6117216117216118,0.014505494505494505
0.020146520146520148,1.6036630036630037,1.581904761904762,1.6093040293040293,0.014505494505494505
0.02095238095238095,1.602051282051282,1.5835164835164834,1.61010989010989,0.01531135531135531
0.02095238095238095,1.601245421245421,1.5843223443223442,1.6093040293040293,0.01531135531135531
0.02095238095238095,1.5996336996336997,1.5843223443223442,1.6109157509157508,0.014505494505494505
0.02095238095238095,1.598021978021978,1.581904761904762,1.6109157509157508,0.01531135531135531
