3.2e-05
ADC1,ADC2,ADC3,ADC4,ADC5
0.6317948717948717,0.0,0.0,0.0,0.0
1.4416849816849817,0.0,0.0,0.0,0.0
1.477142857142857,0.0,0.0,0.0,0.0
1.4932600732600732,0.0,0.0,0.0,0.0
1.4892307692307691,0.0,0.0,0.0008058608058608059,0.0
1.465054945054945,0.0,0.0,0.0008058608058608059,0.0
1.4215384615384614,0.0,0.0,0.0016117216117216117,0.0
1.361904761904762,0.0,0.0,0.0016117216117216117,0.0
1.2869597069597067,0.0,0.0,0.0016117216117216117,0.0
1.19992673992674,0.0,0.0,0.0016117216117216117,0.0
1.1056410256410254,0.0,0.0,0.0016117216117216117,0.0
1.0065201465201465,0.0,0.0,0.0016117216117216117,0.0
0.9065934065934066,0.0,0.0,0.0016117216117216117,0.0
0.8106959706959707,0.0,0.0,0.0016117216117216117,0.0
0.722051282051282,0.0,0.0,0.0016117216117216117,0.0
0.6446886446886447,0.0,0.0,0.0016117216117216117,0.0
0.5810256410256409,0.0,0.0,0.0016117216117216117,0.0
0.535091575091575,0.0,0.0,0.0016117216117216117,0.0
0.5068864468864468,0.0,0.0,0.0016117216117216117,0.0
0.49882783882783877,0.0,0.0,0.0016117216117216117,0.0
0.5101098901098902,0.0,0.0,0.0016117216117216117,0.0
0.5423443223443224,0.0,0.0,0.0016117216117216117,0.0
0.5923076923076923,0.0,0.0,0.0016117216117216117,0.0
0.6583882783882784,0.0,0.0,0.0016117216117216117,0.0
0.738168498168498,0.0,0.0,0.0016117216117216117,0.0
0.8268131868131867,0.0,0.0,0.0016117216117216117,0.0
0.925128205128205,0.0,0.0,0.0016117216117216117,0.0
1.0250549450549449,0.0,0.0,0.0016117216117216117,0.0
1.1241758241758242,0.0,0.0,0.0016117216117216117,0.0
1.2168498168498167,0.0,0.0,0.0016117216117216117,0.0
1.302271062271062,0.0,0.0,0.0016117216117216117,0.0
1.3747985347985345,0.0,0.0,0.0016117216117216117,0.0
1.4328205128205127,0.0,0.0,0.0016117216117216117,0.0
1.472307692307692,0.0,0.0,0.0016117216117216117,0.0
1.4932600732600732,0.0,0.0,0.0016117216117216117,0.0
1.4932600732600732,0.0,0.0,0.0016117216117216117,0.0
1.4739194139194138,0.0,0.0,0.0016117216117216117,0.0
1.435238095238095,0.0,0.0,0.0016117216117216117,0.0
1.3788278388278385,0.0,0.0,0.0016117216117216117,0.0
1.306300366300366,0.0,0.0,0.0016117216117216117,0.0
1.224102564102564,0.0,0.0,0.0016117216117216117,0.0
1.1306227106227105,0.0,0.0,0.0016117216117216117,0.0
1.0323076923076924,0.0,0.0,0.0016117216117216117,0.0
0.9323809523809523,0.0,0.0,0.0016117216117216117,0.0
0.8356776556776556,0.0,0.0,0.0016117216117216117,0.0
0.7446153846153846,0.0,0.0,0.0016117216117216117,0.0
0.6656410256410256,0.0,0.0,0.0016117216117216117,0.0
0.5963369963369963,0.0,0.0,0.0016117216117216117,0.0
0.5447619047619047,0.0,0.0,0.0016117216117216117,0.0
0.5117216117216117,0.0,0.0,0.0016117216117216117,0.0
0.49882783882783877,0.0,0.0,0.0016117216117216117,0.0
0.5044688644688644,0.0,0.0,0.0016117216117216117,0.0
